DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
1743	Homo sapiens	GSM730701	GATA2	None	Endothelial Cell	Umbilical Vein	37.0	0.6389	0.9640000000000001	8817.0	0.08024400000000001	0.9838
1792	Homo sapiens	GSM729854	RBPJ	IB4	Lymphocyte	Blood	28.0	0.5654	0.976	7237.0	0.20805575	0.9368
1793	Homo sapiens	GSM729853	RBPJ	IB4	Lymphocyte	Blood	28.0	0.3724	0.9890000000000001	1177.0	0.0323066269749	0.737713675214
1794	Homo sapiens	GSM729852	SND1	IB4	Lymphocyte	Blood	29.0	0.4309	0.978	3638.0	0.10546225	0.9308
1795	Homo sapiens	GSM729851	SND1	IB4	Lymphocyte	Blood	28.0	0.4269	0.973	1053.0	0.017502	0.685893416928
1796	Homo sapiens	GSM454596	BDP1	IMR90	Fibroblast	Lung	39.0	0.5446	0.9259999999999999	191.0	0.00190825	0.807228915663
1797	Homo sapiens	GSM454597	BRF1	IMR90	Fibroblast	Lung	29.0	0.5471	0.8740000000000001	209.0	0.0030235	0.80412371134
1869	Homo sapiens	GSM454595	POLR3D	IMR90	Fibroblast	Lung	17.0	0.2364	0.97	442.0	0.0221235	0.7153284671529999
1870	Homo sapiens	GSM497493	RB1	IMR90	Fibroblast	Lung	31.0	0.3511	0.8029999999999999	1092.0	0.037769	0.77793608793
1871	Homo sapiens	GSM497491	RB1	IMR90	Fibroblast	Lung	31.0	0.1654	0.884	793.0	0.0624028790929	0.459613196815
1872	Homo sapiens	GSM497490	RB1	IMR90	Fibroblast	Lung	32.0	0.3963	0.863	1075.0	0.02070275	0.7092280905399999
1873	Homo sapiens	GSM497489	RB1	IMR90	Fibroblast	Lung	32.0	0.4353	0.91	769.0	0.0173665	0.701377763537
1874	Homo sapiens	GSM497499	RBL2	IMR90	Fibroblast	Lung	31.0	0.5386	0.958	1942.0	0.05944525	0.9054
1875	Homo sapiens	GSM497498	RBL2	IMR90	Fibroblast	Lung	31.0	0.5031	0.9440000000000001	339.0	0.00709830810376	0.6537698412699999
1876	Homo sapiens	GSM497497	RBL2	IMR90	Fibroblast	Lung	31.0	0.3073	0.9390000000000001	941.0	0.06234734015269999	0.713461538462
1877	Homo sapiens	GSM497496	RBL2	IMR90	Fibroblast	Lung	30.0	0.4756	0.943	200.0	0.00415489134012	0.591474245115
1878	Homo sapiens	GSM497495	RBL2	IMR90	Fibroblast	Lung	31.0	0.4539	0.935	1923.0	0.0664425	0.8598
1879	Homo sapiens	GSM497494	RBL2	IMR90	Fibroblast	Lung	31.0	0.3771	0.91	814.0	0.0240932760858	0.727243382828
1880	Homo sapiens	GSM497492	RBL2	IMR90	Fibroblast	Lung	31.0	0.5111	0.953	1392.0	0.03943175	0.8702
1881	Homo sapiens	GSM454599	SNAPC2	IMR90	Fibroblast	Lung	2.0	0.6442	0.996	102.0	0.0029995	0.418699186992
1932	Homo sapiens	GSM589241	ESR1	Ishikawa	Epithelium	Uterus	24.0	0.3666	0.992	274.0	0.00242925	0.820205479452
1933	Homo sapiens	GSM589240	ESR1	Ishikawa	Epithelium	Uterus	24.0	0.3457	0.991	54.0	0.00134925	0.504098360656
1935	Homo sapiens	GSM449527	CREBBP	Jurkat E6-1	T Lymphocyte	Blood	25.0	0.7913	0.94	1999.0	0.08204625	0.9646
1936	Homo sapiens	GSM325899	CTCF	Jurkat	T Lymphocyte	Blood	20.0	0.4417	0.946	5040.0	0.05182325	0.9674
1938	Homo sapiens	GSM449525	ETS1	Jurkat E6-1	T Lymphocyte	Blood	22.0	0.4227	0.9209999999999999	6010.0	0.15154375	0.9686
1950	Homo sapiens	GSM569088	POLR2A	Jurkat E6-1	T Lymphocyte	Blood	29.0	0.3727	0.893	332.0	0.0099795	0.947212336892
1951	Homo sapiens	GSM569087	POLR2A	Jurkat E6-1	T Lymphocyte	Blood	31.0	0.5359	0.938	656.0	0.02211475	0.9582
1952	Homo sapiens	GSM509057	POLR3G	Jurkat E6-1	T Lymphocyte	Blood	27.0	0.7702	0.958	94.0	0.00375175	0.7486910994760001
1955	Homo sapiens	GSM449526	RUNX1	Jurkat E6-1	T Lymphocyte	Blood	25.0	0.777	0.828	181.0	0.00533275	0.94
1956	Homo sapiens	GSM614005	TAL1	Jurkat	T Lymphocyte	Blood	30.0	0.7239	0.982	33.0	0.00149475	0.6913580246909999
1957	Homo sapiens	GSM614003	TAL1	Jurkat	T Lymphocyte	Blood	30.0	0.5215	0.9740000000000001	1230.0	0.01300425	0.953952730236
1958	Homo sapiens	GSM640427	BCL6	JURL_MK1	Haematopoietic Progenitor Cell	Bone Marrow	37.0	0.6871	0.94	4690.0	0.0925015	0.9598
1978	Homo sapiens	GSM701863	E2F6	K562	Erythroblast	Bone Marrow	28.0	0.1907	0.9670000000000001	7608.0	0.20356975	0.965
1982	Homo sapiens	GSM540722	EGR1	K562	Erythroblast	Bone Marrow	31.0	0.0214	0.85	326.0	0.08501061181289998	0.742004264392
1990	Homo sapiens	GSM610337	FOS	K562	Erythroblast	Bone Marrow	3.0	0.7227	0.972	21436.0	0.14073225	0.9746
1991	Homo sapiens	GSM610336	FOS	K562	Erythroblast	Bone Marrow	29.0	0.6772	0.988	11389.0	0.085089	0.971
1992	Homo sapiens	GSM487426	FOS	K562	Erythroblast	Bone Marrow	26.0	0.645	0.965	8724.0	0.11483325	0.9688
2000	Homo sapiens	GSM610335	GATA1	K562	Erythroblast	Bone Marrow	4.0	0.4816	0.988	2187.0	0.021987	0.968
2001	Homo sapiens	GSM467647	GATA1	K562	Erythroblast	Bone Marrow	26.0	0.721	0.993	2359.0	0.0187745	0.9640000000000001
2002	Homo sapiens	GSM467648	GATA2	K562	Erythroblast	Bone Marrow	30.0	0.5477	0.996	5520.0	0.05058775	0.9764
2078	Homo sapiens	GSM487425	JUN	K562	Erythroblast	Bone Marrow	26.0	0.6272	0.977	12245.0	0.12521749999999998	0.9748
2084	Homo sapiens	GSM701861	L3MBTL2	K562	Erythroblast	Bone Marrow	29.0	0.359	0.971	68.0	0.00496603465534	0.944785276074
2085	Homo sapiens	GSM701860	L3MBTL2	K562	Erythroblast	Bone Marrow	29.0	0.5619	0.998	74.0	0.002149	0.842931937173
2090	Homo sapiens	GSM487427	MYC	K562	Erythroblast	Bone Marrow	25.0	0.6599	0.9840000000000001	6715.0	0.12022125	0.9684
2094	Homo sapiens	GSM648587	NFYA	K562	Erythroblast	Bone Marrow	33.0	0.8453	0.914	8566.0	0.22966775	0.9676
2095	Homo sapiens	GSM648588	NFYB	K562	Erythroblast	Bone Marrow	33.0	0.8285	0.8490000000000001	8002.0	0.26338425	0.9526
2096	Homo sapiens	GSM608154	NR2C2	K562	Erythroblast	Bone Marrow	24.0	0.5657	0.9940000000000001	353.0	0.003275	0.8938906752410001
2097	Homo sapiens	GSM608153	NR2C2	K562	Erythroblast	Bone Marrow	25.0	0.6057	0.993	244.0	0.00347925	0.893424036281
2102	Homo sapiens	GSM487431	POLR2A	GM12878	B Lymphocyte	Blood	25.0	0.6445	0.97	8143.0	0.18487675	0.9708
2109	Homo sapiens	GSM487428	POLR3A	K562	Erythroblast	Bone Marrow	25.0	0.6372	0.9640000000000001	201.0	0.00305475	0.825
2110	Homo sapiens	GSM648586	PRAME	K562	Erythroblast	Bone Marrow	31.0	0.8078	0.9470000000000001	4031.0	0.095118	0.9774
2121	Homo sapiens	GSM610334	RUNX1	K562	Erythroblast	Bone Marrow	24.0	0.5663	0.943	6286.0	0.05937050000000001	0.9694
2122	Homo sapiens	GSM610332	RUNX1	K562	Erythroblast	Bone Marrow	28.0	0.596	0.9259999999999999	1920.0	0.016801	0.9606
2123	Homo sapiens	GSM607490	SETDB1	K562	Erythroblast	Bone Marrow	32.0	0.3268	0.9940000000000001	953.0	0.0123595	0.7386785449150001
2124	Homo sapiens	GSM607489	SETDB1	K562	Erythroblast	Bone Marrow	26.0	0.2769	0.971	1072.0	0.015536500000000002	0.7824
2145	Homo sapiens	GSM607492	TRIM28	K562	Erythroblast	Bone Marrow	37.0	0.7462	0.935	353.0	0.00807775	0.6724908573749999
2146	Homo sapiens	GSM607491	TRIM28	K562	Erythroblast	Bone Marrow	3.0	0.3025	0.948	148.0	0.011752	0.591612237882
2157	Homo sapiens	GSM476651	ZNF263	K562	Erythroblast	Bone Marrow	26.0	0.6094	0.975	846.0	0.0240885	0.8071958253229999
2158	Homo sapiens	GSM476650	ZNF263	K562	Erythroblast	Bone Marrow	26.0	0.5952	0.978	846.0	0.02471375	0.8191304347830001
2159	Homo sapiens	GSM607482	ZNF274	K562	Erythroblast	Bone Marrow	27.0	0.2585	0.995	134.0	0.00393575	0.617788461538
2160	Homo sapiens	GSM607481	ZNF274	K562	Erythroblast	Bone Marrow	30.0	0.3333	0.998	97.0	0.0025204999999999997	0.638709677419
2169	Homo sapiens	GSM586971	SOX2	LN229	Glioblastoma cell	Brain	27.0	0.4142	0.6709999999999999	14.0	0.016257361987299997	0.5
2171	Homo sapiens	GSM759660	AR	LNCaP	Epithelium	Prostate	32.0	0.7617	0.992	6896.0	0.0475275	0.8898
2172	Homo sapiens	GSM759659	AR	LNCaP	Epithelium	Prostate	32.0	0.7565	0.995	6634.0	0.046165	0.8958
2173	Homo sapiens	GSM759658	AR	LNCaP	Epithelium	Prostate	32.0	0.7551	0.996	3045.0	0.020719	0.9670000000000001
2174	Homo sapiens	GSM759657	AR	LNCaP	Epithelium	Prostate	32.0	0.7502	0.991	4636.0	0.03407425	0.97
2176	Homo sapiens	GSM696839	AR	LNCaP	Epithelium	Prostate	30.0	0.6579999999999999	0.993	78.0	0.001882	0.690391459075
2181	Homo sapiens	GSM353644	AR	LNCaP	Epithelium	Prostate	24.0	0.1357	0.9329999999999999	16576.0	0.345336957963	0.9542
2182	Homo sapiens	GSM353642	AR	LNCaP	Epithelium	Prostate	35.0	0.461	0.779	29.0	0.00103689578851	0.72972972973
2183	Homo sapiens	GSM353641	AR	LNCaP	Epithelium	Prostate	37.0	0.5381	0.8220000000000001	56.0	0.00127724856992	0.819444444444
2185	Homo sapiens	GSM686944	EP300	LNCaP	Epithelium	Prostate	4.0	0.1398	0.99	86.0	0.00301470564713	0.8825561312610001
2186	Homo sapiens	GSM686943	EP300	LNCaP	Epithelium	Prostate	4.0	0.124	0.99	51.0	0.00160651750616	0.833333333333
2188	Homo sapiens	GSM353648	ERG	LNCaP	Epithelium	Prostate	25.0	0.2817	0.977	115.0	0.00253930811865	0.803225806452
2189	Homo sapiens	GSM759664	FOXA1	LNCaP	Epithelium	Prostate	32.0	0.7636	0.9840000000000001	1518.0	0.0159065	0.9676
2190	Homo sapiens	GSM759663	FOXA1	LNCaP	Epithelium	Prostate	32.0	0.7707	0.986	1745.0	0.0181475	0.9692
2191	Homo sapiens	GSM759662	FOXA1	LNCaP	Epithelium	Prostate	31.0	0.7804	0.993	10601.0	0.08617899999999999	0.9822
2192	Homo sapiens	GSM759661	FOXA1	LNCaP	Epithelium	Prostate	31.0	0.7768	0.9940000000000001	7711.0	0.065359	0.9806
2195	Homo sapiens	GSM353633	FOXA1	LNCaP	Epithelium	Prostate	32.0	0.607	0.9279999999999999	12479.0	0.12892225	0.9774
2196	Homo sapiens	GSM686942	H2AZ	LNCaP	Epithelium	Prostate	25.0	0.5052	0.998	36.0	0.0014815	0.782608695652
2197	Homo sapiens	GSM686941	H2AZ	LNCaP	Epithelium	Prostate	28.0	0.6088	0.998	53.0	0.00419075	0.751763951251
2240	Homo sapiens	GSM686946	MED12	LNCaP	Epithelium	Prostate	33.0	0.1732	0.992	74.0	0.00214725	0.8722222222220001
2241	Homo sapiens	GSM686945	MED12	LNCaP	Epithelium	Prostate	33.0	0.1675	0.991	44.0	0.0016065	0.77619047619
2242	Homo sapiens	GSM759670	NR3C1	LNCaP	Epithelium	Prostate	33.0	0.8026	0.996	3735.0	0.02525125	0.7986
2243	Homo sapiens	GSM759669	NR3C1	LNCaP	Epithelium	Prostate	33.0	0.7996	0.987	2647.0	0.019712999999999998	0.9094
2244	Homo sapiens	GSM696844	POLR2A	LNCaP	Epithelium	Prostate	27.0	0.7508	0.993	7147.0	0.20572375	0.9704
2245	Homo sapiens	GSM696843	POLR2A	LNCaP	Epithelium	Prostate	28.0	0.7721	0.9840000000000001	6030.0	0.15743525	0.9572
2246	Homo sapiens	GSM353618	POLR2A	LNCaP	Epithelium	Prostate	26.0	0.1929	0.977	213.0	0.00967278202001	0.573844419391
2247	Homo sapiens	GSM353617	POLR2A	LNCaP	Epithelium	Prostate	27.0	0.1338	0.9690000000000001	434.0	0.0302345063421	0.671109200344
2254	Homo sapiens	GSM614615	CTCF	MCF-7	Epithelium	Breast	30.0	0.8144	0.904	39936.0	0.4333925	0.97
2255	Homo sapiens	GSM614614	CTCF	MCF-7	Epithelium	Breast	28.0	0.6561	0.889	29330.0	0.41010025	0.9690000000000001
2278	Homo sapiens	GSM699989	E2F1	MCF-7	Epithelium	Breast	37.0	0.3145	0.983	10311.0	0.173347	0.9778
2279	Homo sapiens	GSM699988	E2F1	MCF-7	Epithelium	Breast	33.0	0.4357	0.9840000000000001	10109.0	0.21022275	0.9752
2280	Homo sapiens	GSM699987	E2F1	MCF-7	Epithelium	Breast	30.0	0.451	0.963	10236.0	0.204497	0.9772
2281	Homo sapiens	GSM699986	E2F1	MCF-7	Epithelium	Breast	27.0	0.1305	0.943	388.0	0.0190915334594	0.661133371494
2282	Homo sapiens	GSM699985	E2F1	MCF-7	Epithelium	Breast	29.0	0.4889	0.9690000000000001	3650.0	0.0901625	0.972
2283	Homo sapiens	GSM699984	E2F1	MCF-7	Epithelium	Breast	29.0	0.5838	0.976	8067.0	0.21611950000000002	0.9762
2284	Homo sapiens	GSM720425	EP300	MCF-7	Epithelium	Breast	30.0	0.7498	0.986	68.0	0.0033905000000000003	0.69687162891
2285	Homo sapiens	GSM720424	EP300	MCF-7	Epithelium	Breast	30.0	0.696	0.977	284.0	0.0054210000000000005	0.919091554294
2287	Homo sapiens	GSM640422	ESR1	MCF-7	Epithelium	Breast	23.0	0.2813	0.865	282.0	0.0053665	0.916256157635
2294	Homo sapiens	GSM614611	ESR1	MCF-7	Epithelium	Breast	30.0	0.7393	0.9640000000000001	7648.0	0.10892149999999999	0.9574
2295	Homo sapiens	GSM614610	ESR1	MCF-7	Epithelium	Breast	30.0	0.8451	0.9179999999999999	31169.0	0.5466770000000001	0.9378
2296	Homo sapiens	GSM594603	ESR1	MCF-7	Epithelium	Breast	29.0	0.6429	0.413	529.0	0.1738465	0.45399999999999996
2297	Homo sapiens	GSM594602	ESR1	MCF-7	Epithelium	Breast	29.0	0.5615	0.415	3869.0	0.40756375	0.8932
2298	Homo sapiens	GSM589237	ESR1	MCF-7	Epithelium	Breast	26.0	0.4597	0.983	7652.0	0.09886349999999999	0.9378
2299	Homo sapiens	GSM589236	ESR1	MCF-7	Epithelium	Breast	22.0	0.3194	0.996	479.0	0.00338825	0.9212962962960001
2301	Homo sapiens	GSM470419	ESR1	MCF-7	Epithelium	Breast	38.0	0.4581	0.821	2471.0	0.111229397907	0.8894
2302	Homo sapiens	GSM470418	ESR1	MCF-7	Epithelium	Breast	38.0	0.5497	0.821	43.0	0.00126164391463	0.82
2303	Homo sapiens	GSM365928	ESR1	MCF-7	Epithelium	Breast	56.0	0.7454	0.89	2871.0	0.0492315	0.9012
2304	Homo sapiens	GSM365927	ESR1	MCF-7	Epithelium	Breast	56.0	0.7333	0.878	5877.0	0.113508	0.9490000000000001
2305	Homo sapiens	GSM365926	ESR1	MCF-7	Epithelium	Breast	56.0	0.7404	0.855	7523.0	0.17759875	0.8244
2317	Homo sapiens	GSM659790	FOS	MCF-7	Epithelium	Breast	30.0	0.775	0.991	38.0	0.0017350000000000002	0.74449339207
2318	Homo sapiens	GSM659789	FOS	MCF-7	Epithelium	Breast	30.0	0.7957	0.99	1812.0	0.01436325	0.973
2319	Homo sapiens	GSM659788	FOXA1	MCF-7	Epithelium	Breast	27.0	0.7543	0.987	1427.0	0.01119775	0.963328329402
2320	Homo sapiens	GSM659787	FOXA1	MCF-7	Epithelium	Breast	26.0	0.7301	0.986	3989.0	0.035283	0.9722
2321	Homo sapiens	GSM588930	FOXA1	MCF-7	Epithelium	Breast	38.0	0.7886	0.983	23962.0	0.204242	0.9776
2322	Homo sapiens	GSM588929	FOXA1	MCF-7	Epithelium	Breast	38.0	0.7569	0.982	26189.0	0.20750549999999998	0.9742
2324	Homo sapiens	GSM720423	GATA3	MCF-7	Epithelium	Breast	30.0	0.7981	0.98	5420.0	0.03490225	0.975
2325	Homo sapiens	GSM720422	GATA3	MCF-7	Epithelium	Breast	30.0	0.8009999999999999	0.9890000000000001	12454.0	0.0837485	0.981
2361	Homo sapiens	GSM365929	POLR2A	MCF-7	Epithelium	Breast	57.0	0.6803	0.27	1086.0	0.079215673239	0.9674
2362	Homo sapiens	GSM365925	ESR1	MCF-7	Epithelium	Breast	55.0	0.5127	0.669	137.0	0.007323644030880001	0.705732484076
2366	Homo sapiens	GSM659792	JUN	MCF-7	Epithelium	Breast	30.0	0.792	0.987	35.0	0.0016795000000000002	0.74
2367	Homo sapiens	GSM659791	JUN	MCF-7	Epithelium	Breast	31.0	0.8037	0.983	72.0	0.0020175	0.874458874459
2374	Homo sapiens	GSM640420	POLR2A	MCF-7	Epithelium	Breast	19.0	0.4238	0.985	5016.0	0.09671025	0.968
2375	Homo sapiens	GSM588577	POLR2A	MCF-7	Epithelium	Breast	40.0	0.5777	0.925	5080.0	0.0764765	0.9736
2376	Homo sapiens	GSM588576	POLR2A	MCF-7	Epithelium	Breast	40.0	0.5717	0.965	7615.0	0.121598	0.9756
2377	Homo sapiens	GSM529982	POLR2A	MCF-7	Epithelium	Breast	33.0	0.6015	0.963	2970.0	0.101805174932	0.975
2378	Homo sapiens	GSM529981	POLR2A	MCF-7	Epithelium	Breast	20.0	0.4146	0.982	3345.0	0.081598	0.9696
2379	Homo sapiens	GSM451991	POLR2A	MCF-7	Epithelium	Breast	22.0	0.0264	0.956	4.0	0.00249301724337	1.0
2380	Homo sapiens	GSM451990	POLR2A	MCF-7	Epithelium	Breast	28.0	0.0679	0.9309999999999999	19.0	0.00252376382906	0.837209302326
2381	Homo sapiens	GSM451989	POLR2A	MCF-7	Epithelium	Breast	26.0	0.156	0.924	73.0	0.00876581660598	0.868811881188
2382	Homo sapiens	GSM365932	POLR2A	MCF-7	Epithelium	Breast	56.0	0.7015	0.912	2198.0	0.0979408724068	0.9682
2383	Homo sapiens	GSM365931	POLR2A	MCF-7	Epithelium	Breast	56.0	0.6635	0.648	934.0	0.04075875	0.9652
2384	Homo sapiens	GSM365930	POLR2A	MCF-7	Epithelium	Breast	57.0	0.7487	0.946	4761.0	0.149124	0.9670000000000001
2387	Homo sapiens	GSM614622	RAD21	MCF-7	Epithelium	Breast	33.0	0.8356	0.9790000000000001	50178.0	0.35043275	0.9786
2388	Homo sapiens	GSM614620	RAD21	MCF-7	Epithelium	Breast	33.0	0.82	0.988	18424.0	0.12208325	0.9762
2389	Homo sapiens	GSM614619	RAD21	MCF-7	Epithelium	Breast	29.0	0.7868	0.958	40936.0	0.37703275	0.9774
2390	Homo sapiens	GSM614618	RAD21	MCF-7	Epithelium	Breast	30.0	0.7972	0.9620000000000001	38556.0	0.35708049999999997	0.9786
2391	Homo sapiens	GSM614613	RAD21	MCF-7	Epithelium	Breast	30.0	0.7702	0.98	29279.0	0.22727925	0.9748
2392	Homo sapiens	GSM614612	RAD21	MCF-7	Epithelium	Breast	28.0	0.7626	0.978	31574.0	0.2366045	0.975
2393	Homo sapiens	GSM614623	STAG1	MCF-7	Epithelium	Breast	33.0	0.8632	0.973	56444.0	0.47397825	0.9812
2394	Homo sapiens	GSM614621	STAG1	MCF-7	Epithelium	Breast	33.0	0.826	0.971	25595.0	0.25575725	0.9790000000000001
2395	Homo sapiens	GSM614617	STAG1	MCF-7	Epithelium	Breast	29.0	0.8536	0.92	46761.0	0.53674775	0.9776
2396	Homo sapiens	GSM614616	STAG1	MCF-7	Epithelium	Breast	30.0	0.8585	0.927	44626.0	0.5248665	0.9776
2397	Homo sapiens	GSM614609	STAG1	MCF-7	Epithelium	Breast	28.0	0.8002	0.9079999999999999	42849.0	0.4808835	0.9752
2398	Homo sapiens	GSM614608	STAG1	MCF-7	Epithelium	Breast	30.0	0.8099	0.9079999999999999	39501.0	0.45067799999999997	0.9742
2400	Homo sapiens	GSM560884	TDRD3	MCF-7	Epithelium	Breast	29.0	0.6304	0.8320000000000001	169.0	0.0056115	0.7813620071680001
2401	Homo sapiens	GSM588928	TFAP2A	MCF-7	Epithelium	Breast	38.0	0.7803	0.986	15949.0	0.14485925	0.9776
2402	Homo sapiens	GSM588927	TFAP2A	MCF-7	Epithelium	Breast	38.0	0.7776	0.9890000000000001	14404.0	0.12580550000000001	0.9766
2403	Homo sapiens	GSM530915	TFAP2C	MCF-7	Epithelium	Breast	27.0	0.8379	0.9840000000000001	28382.0	0.36055225	0.9790000000000001
2404	Homo sapiens	GSM594605	TRIM24	MCF-7	Epithelium	Breast	28.0	0.4467	0.376	178.0	0.19409525	0.4572
2405	Homo sapiens	GSM594604	TRIM24	MCF-7	Epithelium	Breast	29.0	0.5514	0.409	655.0	0.2223345	0.45899999999999996
2447	Homo sapiens	GSM468206	PML	MR4	Promyelocytic cell	Bone Marrow	30.0	0.6504	0.845	1811.0	0.0333385	0.9568
2448	Homo sapiens	GSM468205	PML	MR4	Promyelocytic cell	Bone Marrow	29.0	0.6177	0.8240000000000001	2643.0	0.054043499999999994	0.9656
2459	Homo sapiens	GSM468198	PML	NB4	Promyelocytic cell	Blood	26.0	0.6047	0.883	33.0	0.00152075	0.7021276595739999
2460	Homo sapiens	GSM468180	PML	NB4	Promyelocytic cell	Blood	26.0	0.6724	0.9570000000000001	358.0	0.006540000000000001	0.94231678487
2461	Homo sapiens	GSM468191	POLR2A	NB4	Promyelocytic cell	Blood	26.0	0.705	0.9570000000000001	971.0	0.0290637816781	0.9716
2462	Homo sapiens	GSM468190	POLR2A	NB4	Promyelocytic cell	Blood	26.0	0.6945	0.9670000000000001	1350.0	0.040986808382699996	0.9714
2463	Homo sapiens	GSM468189	POLR2A	NB4	Promyelocytic cell	Blood	26.0	0.7033	0.958	5931.0	0.152581	0.9740000000000001
2464	Homo sapiens	GSM468200	RARA	NB4	Promyelocytic cell	Blood	30.0	0.5391	0.746	62.0	0.008456	0.5458
2465	Homo sapiens	GSM468182	RARA	NB4	Promyelocytic cell	Blood	28.0	0.6895	0.7020000000000001	2322.0	0.0682835	0.9632
2466	Homo sapiens	GSM468199	RXRG	NB4	Promyelocytic cell	Blood	26.0	0.6890000000000001	0.986	24.0	0.0013162911031800002	0.640625
2467	Homo sapiens	GSM468181	RXRG	NB4	Promyelocytic cell	Blood	26.0	0.6191	0.96	614.0	0.00828725	0.94488759971
2638	Homo sapiens	GSM761687	EBNA1BP2	Raji	B Lymphocyte	Blood	31.0	0.7115	0.879	413.0	0.005305	0.547337278107
2642	Homo sapiens	GSM301581	POLR2A	HEK293T	Epithelium	Embryonic Kidney	35.0	0.52	0.912	4107.0	0.518756978904	0.4854
2643	Homo sapiens	GSM301568	POLR2A	HEK293T	Epithelium	Embryonic Kidney	35.0	0.4933	0.9129999999999999	4423.0	0.536020351185	0.4946
2650	Homo sapiens	GSM471811	PAX3	RD	None	Muscle	5.0	0.1219	0.917	17.0	0.00192044280676	0.679487179487
2651	Homo sapiens	GSM471807	PAX3	RD	None	Muscle	40.0	0.7094	0.873	31.0	0.00189425	0.797833935018
2654	Homo sapiens	GSM471813	PAX3	Rh4	None	Muscle	34.0	0.5009	0.9570000000000001	637.0	0.00928075	0.83771251932
2655	Homo sapiens	GSM471810	PAX3	Rh4	None	Muscle	17.0	0.5451	0.905	1945.0	0.02064925	0.8422
2659	Homo sapiens	GSM353650	ERG	RWPE1	Epithelium	Prostate	23.0	0.1915	0.963	38.0	0.0020393743475699997	0.7730496453899999
2660	Homo sapiens	GSM353649	ERG	RWPE1	Epithelium	Prostate	23.0	0.2394	0.9670000000000001	936.0	0.0288101013476	0.9642
2684	Homo sapiens	GSM518559	PHF8	SH-SY5Y	None	Bone Marrow	26.0	0.7438	0.935	3618.0	0.05971025	0.9718
2685	Homo sapiens	GSM518560	ZNF711	SH-SY5Y	None	Bone Marrow	25.0	0.7026	0.975	328.0	0.00482875	0.917472965282
2725	Homo sapiens	GSM589239	ESR1	T47D	Epithelium	Mammary Gland	23.0	0.4832	0.991	1910.0	0.0203085	0.912513542795
2726	Homo sapiens	GSM589238	ESR1	T47D	Epithelium	Mammary Gland	23.0	0.3189	0.995	204.0	0.00217475	0.84347826087
2735	Homo sapiens	GSM659796	FOXA1	T47D	Epithelium	Mammary Gland	37.0	0.8255	0.9840000000000001	13054.0	0.11347275	0.9772
2736	Homo sapiens	GSM659795	FOXA1	T47D	Epithelium	Mammary Gland	37.0	0.7835	0.9840000000000001	2621.0	0.0218745	0.9540000000000001
2748	Homo sapiens	GSM525269	CREBBP	T98G	None	Brain	26.0	0.8315	0.871	5127.0	0.12477525	0.9822
2749	Homo sapiens	GSM525268	CREBBP	T98G	None	Brain	25.0	0.7611	0.9540000000000001	560.0	0.014541	0.973175656187
2750	Homo sapiens	GSM525265	CREBBP	T98G	None	Brain	24.0	0.7331	0.9520000000000001	96.0	0.00507175	0.9619205298010001
2751	Homo sapiens	GSM525270	EP300	T98G	None	Brain	25.0	0.8027	0.98	4171.0	0.07770875	0.978
2752	Homo sapiens	GSM525267	EP300	T98G	None	Brain	27.0	0.8491	0.898	10445.0	0.23397649999999998	0.9798
2753	Homo sapiens	GSM525266	EP300	T98G	None	Brain	24.0	0.8065	0.973	1949.0	0.053658000000000004	0.9782
2754	Homo sapiens	GSM509048	POLR3G	None	Fibroblast	Foreskin	31.0	0.6973	0.892	80.0	0.0018835000000000002	0.750943396226
2774	Homo sapiens	GSM678269	VDR	THP-1	Monocyte	Blood	30.0	0.701	0.871	300.0	0.00434825	0.8902147971359999
2775	Homo sapiens	GSM678268	VDR	THP-1	Monocyte	Blood	30.0	0.4096	0.8240000000000001	113.0	0.0029915	0.794605809129
2778	Homo sapiens	GSM542548	ESR1	U2OS	None	Bone	15.0	0.604	0.961	7324.0	0.17373600258299998	0.8446
2779	Homo sapiens	GSM542547	ESR1	U2OS	None	Bone	21.0	0.5973	0.963	3169.0	0.0740439801811	0.9146
2780	Homo sapiens	GSM700369	TRIM28	U2OS	None	Bone	35.0	0.4459	0.988	150.0	0.012965	0.9218
2781	Homo sapiens	GSM700368	TRIM28	U2OS	None	Bone	33.0	0.6955	0.993	105.0	0.0135835	0.9548
2791	Homo sapiens	GSM545812	TP53	U2OS	None	Bone	26.0	0.7247	0.965	289.0	0.00346175	0.897795591182
2792	Homo sapiens	GSM545811	TP53	U2OS	None	Bone	28.0	0.6332	0.978	97.0	0.0015199999999999999	0.827411167513
2793	Homo sapiens	GSM545810	TP53	U2OS	None	Bone	28.0	0.5922	0.9890000000000001	742.0	0.006768000000000001	0.91468416735
2794	Homo sapiens	GSM545809	TP53	U2OS	None	Bone	28.0	0.5746	0.9890000000000001	710.0	0.00620975	0.8856405846950001
2795	Homo sapiens	GSM545808	TP53	U2OS	None	Bone	25.0	0.6797	0.9640000000000001	1601.0	0.02238875	0.9027102154269999
2796	Homo sapiens	GSM545807	TP53	U2OS	None	Bone	25.0	0.6461	0.9470000000000001	1125.0	0.023981	0.851030110935
2797	Homo sapiens	GSM700366	TRIM28	U2OS	None	Bone	33.0	0.6788	0.977	463.0	0.041641500000000005	0.9228
